6.558532953262329,2
0,3
6.388315200805664,2
6.365033864974976,2
6.485028505325317,2
6.440564870834351,2
6.374511480331421,2
6.458083391189575,2
0,3
6.482334136962891,2
6.504941463470459,2
6.567671298980713,2
6.515315294265747,2
6.489278316497803,2
6.558811664581299,2
6.810009956359863,2
0,3
6.408211946487427,2
6.417867660522461,2
6.392797946929932,2
6.390801906585693,2
6.6540367603302,2
0,3
6.354077100753784,2
6.349269151687622,2
6.368646860122681,2
6.34915566444397,2
6.3689539432525635,2
6.366966247558594,2
6.34830904006958,2
0,3
6.375789403915405,2
6.364378213882446,2
6.368744134902954,2
6.35908579826355,2
6.353079557418823,2
6.361538887023926,2
6.356460094451904,2
6.361893892288208,2
6.374358415603638,2
6.3702473640441895,2
0,3
6.391312122344971,2
0,3
6.561859130859375,2
